age,type_employer,fnlwgt,education_num,marital_status,occupation,relationship,race,sex,hr_worked_per_week
'\'(34.5-39.5]\'',Private,'\'(-inf-96945]\'',9,Married-civ-spouse,Other-service,Husband,White,Male,'\'(39.5-40.5]\''
'\'(39.5-45.5]\'',Private,'\'(176261.5-206692.5]\'',9,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(39.5-40.5]\''
'\'(27.5-34.5]\'',Private,'\'(-inf-96945]\'',9,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(39.5-40.5]\''
'\'(52.5-inf)\'',Private,'\'(206692.5-276793.5]\'',10,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,'\'(-inf-37.5]\''
'\'(45.5-52.5]\'',Self-emp-not-inc,'\'(176261.5-206692.5]\'',10,Married-civ-spouse,Tech-support,Husband,Black,Male,'\'(39.5-40.5]\''
'\'(45.5-52.5]\'',Local-gov,'\'(276793.5-inf)\'',10,Married-civ-spouse,Craft-repair,Husband,Black,Male,'\'(39.5-40.5]\''
'\'(52.5-inf)\'',Private,'\'(96945-138590]\'',13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,'\'(47.5-52.5]\''
'\'(52.5-inf)\'',Private,'\'(-inf-96945]\'',13,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(40.5-47.5]\''
'\'(45.5-52.5]\'',Private,'\'(206692.5-276793.5]\'',13,Married-civ-spouse,Sales,Husband,White,Male,'\'(47.5-52.5]\''
'\'(45.5-52.5]\'',Private,'\'(138590-176261.5]\'',14,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(40.5-47.5]\''
'\'(27.5-34.5]\'',State-gov,'\'(276793.5-inf)\'',9,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(39.5-40.5]\''
'\'(27.5-34.5]\'',Federal-gov,'\'(276793.5-inf)\'',10,Married-civ-spouse,Exec-managerial,Wife,Black,Female,'\'(39.5-40.5]\''
'\'(52.5-inf)\'',Self-emp-not-inc,'\'(96945-138590]\'',9,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(47.5-52.5]\''
'\'(39.5-45.5]\'',Private,'\'(206692.5-276793.5]\'',14,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(40.5-47.5]\''
'\'(52.5-inf)\'',Private,'\'(96945-138590]\'',9,Married-civ-spouse,Other-service,Husband,Black,Male,'\'(-inf-37.5]\''
'\'(52.5-inf)\'',State-gov,'\'(138590-176261.5]\'',13,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(39.5-40.5]\''
'\'(34.5-39.5]\'',Private,'\'(-inf-96945]\'',15,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(47.5-52.5]\''
'\'(39.5-45.5]\'',Self-emp-inc,'\'(-inf-96945]\'',10,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(40.5-47.5]\''
'\'(52.5-inf)\'',State-gov,'\'(176261.5-206692.5]\'',16,Never-married,Exec-managerial,Not-in-family,White,Female,'\'(47.5-52.5]\''
'\'(52.5-inf)\'',Private,'\'(276793.5-inf)\'',9,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(39.5-40.5]\''
'\'(34.5-39.5]\'',Federal-gov,'\'(96945-138590]\'',14,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(39.5-40.5]\''
'\'(45.5-52.5]\'',Private,'\'(96945-138590]\'',9,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(47.5-52.5]\''
'\'(39.5-45.5]\'',Private,'\'(206692.5-276793.5]\'',13,Married-civ-spouse,Adm-clerical,Husband,White,Male,'\'(39.5-40.5]\''
'\'(52.5-inf)\'',Local-gov,'\'(276793.5-inf)\'',14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,'\'(-inf-37.5]\''
'\'(45.5-52.5]\'',Private,'\'(206692.5-276793.5]\'',9,Married-civ-spouse,Transport-moving,Husband,White,Male,'\'(40.5-47.5]\''
'\'(27.5-34.5]\'',Private,'\'(206692.5-276793.5]\'',9,Married-civ-spouse,Sales,Husband,White,Male,'\'(40.5-47.5]\''
'\'(27.5-34.5]\'',Private,'\'(138590-176261.5]\'',9,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(52.5-inf)\''
'\'(34.5-39.5]\'',Local-gov,'\'(96945-138590]\'',10,Married-civ-spouse,Protective-serv,Husband,White,Male,'\'(39.5-40.5]\''
'\'(39.5-45.5]\'',Private,'\'(96945-138590]\'',9,Married-civ-spouse,Adm-clerical,Wife,White,Female,'\'(-inf-37.5]\''
'\'(45.5-52.5]\'',Private,'\'(96945-138590]\'',11,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(39.5-40.5]\''
'\'(45.5-52.5]\'',Private,'\'(-inf-96945]\'',14,Never-married,Prof-specialty,Not-in-family,White,Male,'\'(39.5-40.5]\''
'\'(45.5-52.5]\'',State-gov,'\'(96945-138590]\'',13,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(39.5-40.5]\''
'\'(34.5-39.5]\'',Private,'\'(206692.5-276793.5]\'',14,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(47.5-52.5]\''
'\'(39.5-45.5]\'',Private,'\'(176261.5-206692.5]\'',13,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(39.5-40.5]\''
'\'(34.5-39.5]\'',Private,'\'(-inf-96945]\'',10,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(52.5-inf)\''
'\'(52.5-inf)\'',Self-emp-inc,'\'(-inf-96945]\'',14,Divorced,Exec-managerial,Not-in-family,White,Male,'\'(52.5-inf)\''
'\'(45.5-52.5]\'',Private,'\'(96945-138590]\'',10,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(39.5-40.5]\''
'\'(27.5-34.5]\'',Federal-gov,'\'(-inf-96945]\'',13,Married-civ-spouse,Adm-clerical,Husband,White,Male,'\'(-inf-37.5]\''
'\'(39.5-45.5]\'',Private,'\'(206692.5-276793.5]\'',9,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(39.5-40.5]\''
'\'(27.5-34.5]\'',Self-emp-not-inc,'\'(96945-138590]\'',13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,'\'(52.5-inf)\''
'\'(45.5-52.5]\'',Private,'\'(-inf-96945]\'',13,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(52.5-inf)\''
'\'(34.5-39.5]\'',Private,'\'(-inf-96945]\'',7,Never-married,Transport-moving,Not-in-family,White,Male,'\'(52.5-inf)\''
'\'(52.5-inf)\'',State-gov,'\'(276793.5-inf)\'',9,Married-civ-spouse,Transport-moving,Husband,White,Male,'\'(37.5-39.5]\''
'\'(34.5-39.5]\'',Private,'\'(276793.5-inf)\'',12,Married-civ-spouse,Prof-specialty,Wife,White,Female,'\'(-inf-37.5]\''
'\'(45.5-52.5]\'',Private,'\'(96945-138590]\'',10,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(39.5-40.5]\''
'\'(39.5-45.5]\'',Private,'\'(176261.5-206692.5]\'',14,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(47.5-52.5]\''
'\'(39.5-45.5]\'',Local-gov,'\'(138590-176261.5]\'',13,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(52.5-inf)\''
'\'(45.5-52.5]\'',Private,'\'(96945-138590]\'',10,Divorced,Adm-clerical,Unmarried,White,Female,'\'(39.5-40.5]\''
'\'(52.5-inf)\'',Private,'\'(138590-176261.5]\'',10,Divorced,Exec-managerial,Not-in-family,White,Female,'\'(47.5-52.5]\''
'\'(52.5-inf)\'',Private,'\'(206692.5-276793.5]\'',10,Married-civ-spouse,Sales,Husband,White,Male,'\'(39.5-40.5]\''
'\'(39.5-45.5]\'',Private,'\'(176261.5-206692.5]\'',12,Divorced,Prof-specialty,Not-in-family,White,Female,'\'(39.5-40.5]\''
'\'(27.5-34.5]\'',Self-emp-not-inc,'\'(276793.5-inf)\'',15,Separated,Prof-specialty,Unmarried,White,Male,'\'(47.5-52.5]\''
'\'(52.5-inf)\'',Private,'\'(-inf-96945]\'',9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,'\'(39.5-40.5]\''
'\'(52.5-inf)\'',Private,'\'(96945-138590]\'',9,Widowed,Adm-clerical,Not-in-family,White,Female,'\'(39.5-40.5]\''
'\'(27.5-34.5]\'',Private,'\'(138590-176261.5]\'',10,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(39.5-40.5]\''
'\'(39.5-45.5]\'',Self-emp-not-inc,'\'(206692.5-276793.5]\'',9,Married-civ-spouse,Sales,Husband,White,Male,'\'(52.5-inf)\''
'\'(34.5-39.5]\'',Private,'\'(176261.5-206692.5]\'',14,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(52.5-inf)\''
'\'(52.5-inf)\'',Private,'\'(138590-176261.5]\'',10,Widowed,Sales,Unmarried,White,Female,'\'(47.5-52.5]\''
'\'(39.5-45.5]\'',Private,'\'(138590-176261.5]\'',13,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(47.5-52.5]\''
'\'(39.5-45.5]\'',Private,'\'(138590-176261.5]\'',9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,'\'(39.5-40.5]\''
'\'(45.5-52.5]\'',Private,'\'(206692.5-276793.5]\'',10,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(39.5-40.5]\''
'\'(45.5-52.5]\'',Private,'\'(96945-138590]\'',14,Married-civ-spouse,Tech-support,Husband,White,Male,'\'(39.5-40.5]\''
'\'(39.5-45.5]\'',Private,'\'(138590-176261.5]\'',10,Married-civ-spouse,Tech-support,Husband,White,Male,'\'(40.5-47.5]\''
'\'(52.5-inf)\'',Private,'\'(176261.5-206692.5]\'',4,Widowed,Exec-managerial,Not-in-family,White,Male,'\'(39.5-40.5]\''
'\'(45.5-52.5]\'',Private,'\'(138590-176261.5]\'',9,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(47.5-52.5]\''
'\'(52.5-inf)\'',Private,'\'(206692.5-276793.5]\'',13,Widowed,Sales,Not-in-family,White,Male,'\'(-inf-37.5]\''
'\'(27.5-34.5]\'',State-gov,'\'(276793.5-inf)\'',16,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(47.5-52.5]\''
'\'(34.5-39.5]\'',Private,'\'(176261.5-206692.5]\'',12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,'\'(39.5-40.5]\''
'\'(27.5-34.5]\'',Self-emp-not-inc,'\'(176261.5-206692.5]\'',10,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,'\'(52.5-inf)\''
'\'(52.5-inf)\'',Self-emp-not-inc,'\'(-inf-96945]\'',9,Married-civ-spouse,Farming-fishing,Husband,White,Male,'\'(52.5-inf)\''
'\'(39.5-45.5]\'',Private,'\'(96945-138590]\'',11,Married-civ-spouse,Tech-support,Husband,White,Male,'\'(47.5-52.5]\''
'\'(27.5-34.5]\'',Private,'\'(206692.5-276793.5]\'',13,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(40.5-47.5]\''
'\'(27.5-34.5]\'',Private,'\'(206692.5-276793.5]\'',11,Married-civ-spouse,Other-service,Husband,White,Male,'\'(52.5-inf)\''
'\'(45.5-52.5]\'',State-gov,'\'(176261.5-206692.5]\'',9,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(52.5-inf)\''
'\'(-inf-27.5]\'',Local-gov,'\'(276793.5-inf)\'',10,Never-married,Tech-support,Not-in-family,White,Male,'\'(47.5-52.5]\''
'\'(34.5-39.5]\'',Local-gov,'\'(176261.5-206692.5]\'',13,Married-civ-spouse,Other-service,Husband,White,Male,'\'(39.5-40.5]\''
'\'(45.5-52.5]\'',Self-emp-not-inc,'\'(-inf-96945]\'',10,Married-civ-spouse,Sales,Husband,White,Male,'\'(52.5-inf)\''
'\'(34.5-39.5]\'',Private,'\'(276793.5-inf)\'',14,Married-civ-spouse,Prof-specialty,Wife,White,Female,'\'(40.5-47.5]\''
'\'(45.5-52.5]\'',Private,'\'(138590-176261.5]\'',16,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(37.5-39.5]\''
'\'(34.5-39.5]\'',Private,'\'(96945-138590]\'',13,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(40.5-47.5]\''
'\'(39.5-45.5]\'',Federal-gov,'\'(276793.5-inf)\'',9,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(39.5-40.5]\''
'\'(45.5-52.5]\'',Private,'\'(176261.5-206692.5]\'',9,Divorced,Craft-repair,Not-in-family,Black,Male,'\'(40.5-47.5]\''
'\'(45.5-52.5]\'',Private,'\'(96945-138590]\'',10,Married-civ-spouse,Sales,Husband,White,Male,'\'(40.5-47.5]\''
'\'(45.5-52.5]\'',Private,'\'(176261.5-206692.5]\'',13,Divorced,Exec-managerial,Not-in-family,White,Male,'\'(47.5-52.5]\''
'\'(45.5-52.5]\'',Private,'\'(96945-138590]\'',13,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(52.5-inf)\''
'\'(34.5-39.5]\'',Private,'\'(-inf-96945]\'',9,Married-civ-spouse,Adm-clerical,Wife,White,Female,'\'(39.5-40.5]\''
'\'(45.5-52.5]\'',Self-emp-not-inc,'\'(138590-176261.5]\'',10,Married-civ-spouse,Farming-fishing,Husband,White,Male,'\'(52.5-inf)\''
'\'(34.5-39.5]\'',Self-emp-not-inc,'\'(-inf-96945]\'',9,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(39.5-40.5]\''
'\'(34.5-39.5]\'',Private,'\'(206692.5-276793.5]\'',9,Married-civ-spouse,Tech-support,Husband,White,Male,'\'(39.5-40.5]\''
'\'(52.5-inf)\'',Self-emp-not-inc,'\'(138590-176261.5]\'',3,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(52.5-inf)\''
'\'(27.5-34.5]\'',Private,'\'(96945-138590]\'',10,Married-civ-spouse,Tech-support,Wife,White,Female,'\'(-inf-37.5]\''
'\'(45.5-52.5]\'',State-gov,'\'(-inf-96945]\'',10,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(37.5-39.5]\''
'\'(39.5-45.5]\'',Private,'\'(276793.5-inf)\'',13,Divorced,Sales,Not-in-family,White,Male,'\'(47.5-52.5]\''
'\'(39.5-45.5]\'',Private,'\'(276793.5-inf)\'',13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,'\'(39.5-40.5]\''
'\'(39.5-45.5]\'',Private,'\'(206692.5-276793.5]\'',13,Married-civ-spouse,Adm-clerical,Husband,White,Male,'\'(52.5-inf)\''
'\'(45.5-52.5]\'',Self-emp-not-inc,'\'(276793.5-inf)\'',13,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(52.5-inf)\''
'\'(45.5-52.5]\'',State-gov,'\'(96945-138590]\'',14,Married-civ-spouse,Prof-specialty,Wife,Black,Female,'\'(39.5-40.5]\''
'\'(27.5-34.5]\'',Private,'\'(276793.5-inf)\'',13,Married-civ-spouse,Exec-managerial,Wife,White,Female,'\'(52.5-inf)\''
'\'(39.5-45.5]\'',Private,'\'(96945-138590]\'',14,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(40.5-47.5]\''
'\'(34.5-39.5]\'',Private,'\'(138590-176261.5]\'',14,Never-married,Sales,Not-in-family,White,Male,'\'(47.5-52.5]\''
'\'(45.5-52.5]\'',Private,'\'(206692.5-276793.5]\'',10,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(39.5-40.5]\''
'\'(39.5-45.5]\'',Private,'\'(-inf-96945]\'',9,Married-civ-spouse,Transport-moving,Husband,White,Male,'\'(39.5-40.5]\''
'\'(39.5-45.5]\'',Private,'\'(138590-176261.5]\'',13,Never-married,Prof-specialty,Not-in-family,White,Female,'\'(37.5-39.5]\''
'\'(39.5-45.5]\'',Private,'\'(206692.5-276793.5]\'',13,Married-civ-spouse,Tech-support,Husband,White,Male,'\'(40.5-47.5]\''
'\'(39.5-45.5]\'',Self-emp-not-inc,'\'(138590-176261.5]\'',4,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(52.5-inf)\''
'\'(45.5-52.5]\'',Local-gov,'\'(96945-138590]\'',14,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(39.5-40.5]\''
'\'(39.5-45.5]\'',Private,'\'(138590-176261.5]\'',9,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(39.5-40.5]\''
'\'(45.5-52.5]\'',Private,'\'(-inf-96945]\'',9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,'\'(47.5-52.5]\''
'\'(45.5-52.5]\'',State-gov,'\'(96945-138590]\'',13,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(39.5-40.5]\''
'\'(34.5-39.5]\'',Private,'\'(96945-138590]\'',11,Divorced,Sales,Not-in-family,White,Male,'\'(40.5-47.5]\''
'\'(52.5-inf)\'',Private,'\'(206692.5-276793.5]\'',9,Married-civ-spouse,Tech-support,Husband,White,Male,'\'(39.5-40.5]\''
'\'(27.5-34.5]\'',Private,'\'(176261.5-206692.5]\'',10,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(40.5-47.5]\''
'\'(39.5-45.5]\'',Private,'\'(176261.5-206692.5]\'',5,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,'\'(39.5-40.5]\''
'\'(39.5-45.5]\'',Private,'\'(96945-138590]\'',13,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(40.5-47.5]\''
'\'(27.5-34.5]\'',Private,'\'(206692.5-276793.5]\'',13,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(39.5-40.5]\''
'\'(34.5-39.5]\'',Self-emp-inc,'\'(96945-138590]\'',10,Married-civ-spouse,Transport-moving,Husband,White,Male,'\'(52.5-inf)\''
'\'(27.5-34.5]\'',Private,'\'(96945-138590]\'',12,Married-civ-spouse,Transport-moving,Wife,White,Female,'\'(-inf-37.5]\''
'\'(45.5-52.5]\'',Federal-gov,'\'(138590-176261.5]\'',13,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(39.5-40.5]\''
'\'(45.5-52.5]\'',Private,'\'(276793.5-inf)\'',10,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(39.5-40.5]\''
'\'(34.5-39.5]\'',Private,'\'(206692.5-276793.5]\'',9,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(39.5-40.5]\''
'\'(52.5-inf)\'',Private,'\'(276793.5-inf)\'',9,Divorced,Tech-support,Unmarried,White,Male,'\'(52.5-inf)\''
'\'(45.5-52.5]\'',Local-gov,'\'(138590-176261.5]\'',13,Never-married,Prof-specialty,Own-child,White,Male,'\'(40.5-47.5]\''
'\'(27.5-34.5]\'',Self-emp-not-inc,'\'(276793.5-inf)\'',12,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,'\'(47.5-52.5]\''
'\'(45.5-52.5]\'',Private,'\'(176261.5-206692.5]\'',13,Married-civ-spouse,Sales,Husband,White,Male,'\'(39.5-40.5]\''
'\'(39.5-45.5]\'',Private,'\'(276793.5-inf)\'',13,Divorced,Prof-specialty,Unmarried,White,Female,'\'(47.5-52.5]\''
'\'(34.5-39.5]\'',Private,'\'(-inf-96945]\'',10,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(39.5-40.5]\''
'\'(39.5-45.5]\'',State-gov,'\'(-inf-96945]\'',14,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(40.5-47.5]\''
'\'(45.5-52.5]\'',Private,'\'(176261.5-206692.5]\'',10,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(39.5-40.5]\''
'\'(27.5-34.5]\'',Private,'\'(96945-138590]\'',13,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(39.5-40.5]\''
'\'(27.5-34.5]\'',Private,'\'(138590-176261.5]\'',12,Separated,Exec-managerial,Unmarried,White,Female,'\'(47.5-52.5]\''
'\'(52.5-inf)\'',Self-emp-inc,'\'(96945-138590]\'',15,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(39.5-40.5]\''
'\'(39.5-45.5]\'',Private,'\'(96945-138590]\'',14,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(39.5-40.5]\''
'\'(39.5-45.5]\'',Private,'\'(138590-176261.5]\'',13,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(39.5-40.5]\''
'\'(52.5-inf)\'',Private,'\'(-inf-96945]\'',16,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(40.5-47.5]\''
'\'(39.5-45.5]\'',Federal-gov,'\'(276793.5-inf)\'',15,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(39.5-40.5]\''
'\'(39.5-45.5]\'',Private,'\'(-inf-96945]\'',13,Married-civ-spouse,Sales,Husband,White,Male,'\'(39.5-40.5]\''
'\'(34.5-39.5]\'',Local-gov,'\'(276793.5-inf)\'',9,Married-civ-spouse,Protective-serv,Husband,Black,Male,'\'(-inf-37.5]\''
'\'(39.5-45.5]\'',Private,'\'(176261.5-206692.5]\'',14,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(40.5-47.5]\''
'\'(39.5-45.5]\'',Private,'\'(176261.5-206692.5]\'',6,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(39.5-40.5]\''
'\'(34.5-39.5]\'',Private,'\'(-inf-96945]\'',12,Married-civ-spouse,Prof-specialty,Wife,White,Female,'\'(-inf-37.5]\''
'\'(39.5-45.5]\'',Private,'\'(138590-176261.5]\'',9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,'\'(40.5-47.5]\''
'\'(39.5-45.5]\'',Private,'\'(176261.5-206692.5]\'',13,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(52.5-inf)\''
'\'(39.5-45.5]\'',Private,'\'(-inf-96945]\'',9,Divorced,Exec-managerial,Unmarried,White,Female,'\'(39.5-40.5]\''
'\'(39.5-45.5]\'',Private,'\'(206692.5-276793.5]\'',13,Never-married,Sales,Not-in-family,Other,Female,'\'(52.5-inf)\''
'\'(27.5-34.5]\'',Private,'\'(176261.5-206692.5]\'',9,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(47.5-52.5]\''
'\'(27.5-34.5]\'',State-gov,'\'(138590-176261.5]\'',13,Married-civ-spouse,Tech-support,Husband,White,Male,'\'(39.5-40.5]\''
'\'(52.5-inf)\'',Private,'\'(-inf-96945]\'',16,Widowed,Prof-specialty,Not-in-family,White,Male,'\'(52.5-inf)\''
'\'(39.5-45.5]\'',Self-emp-inc,'\'(138590-176261.5]\'',10,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(47.5-52.5]\''
'\'(52.5-inf)\'',Private,'\'(176261.5-206692.5]\'',9,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(-inf-37.5]\''
'\'(39.5-45.5]\'',State-gov,'\'(276793.5-inf)\'',12,Married-civ-spouse,Adm-clerical,Husband,White,Male,'\'(39.5-40.5]\''
'\'(34.5-39.5]\'',Private,'\'(96945-138590]\'',13,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(47.5-52.5]\''
'\'(27.5-34.5]\'',Federal-gov,'\'(138590-176261.5]\'',15,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(39.5-40.5]\''
'\'(45.5-52.5]\'',Private,'\'(138590-176261.5]\'',10,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(39.5-40.5]\''
'\'(45.5-52.5]\'',Private,'\'(276793.5-inf)\'',13,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(39.5-40.5]\''
'\'(39.5-45.5]\'',Private,'\'(176261.5-206692.5]\'',11,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(40.5-47.5]\''
'\'(34.5-39.5]\'',Private,'\'(96945-138590]\'',10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,'\'(39.5-40.5]\''
'\'(27.5-34.5]\'',Private,'\'(138590-176261.5]\'',11,Never-married,Craft-repair,Own-child,White,Male,'\'(39.5-40.5]\''
'\'(45.5-52.5]\'',Private,'\'(176261.5-206692.5]\'',12,Married-civ-spouse,Sales,Husband,White,Male,'\'(47.5-52.5]\''
'\'(52.5-inf)\'',Self-emp-not-inc,'\'(276793.5-inf)\'',10,Married-civ-spouse,Sales,Husband,White,Male,'\'(-inf-37.5]\''
'\'(39.5-45.5]\'',Private,'\'(206692.5-276793.5]\'',9,Married-civ-spouse,Adm-clerical,Wife,White,Female,'\'(39.5-40.5]\''
'\'(45.5-52.5]\'',Self-emp-not-inc,'\'(-inf-96945]\'',10,Married-civ-spouse,Sales,Husband,White,Male,'\'(52.5-inf)\''
'\'(27.5-34.5]\'',Self-emp-not-inc,'\'(276793.5-inf)\'',9,Never-married,Craft-repair,Not-in-family,White,Male,'\'(47.5-52.5]\''
'\'(52.5-inf)\'',Self-emp-inc,'\'(-inf-96945]\'',14,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(39.5-40.5]\''
'\'(34.5-39.5]\'',Private,'\'(-inf-96945]\'',9,Married-civ-spouse,Transport-moving,Husband,White,Male,'\'(-inf-37.5]\''
'\'(34.5-39.5]\'',Private,'\'(96945-138590]\'',12,Married-civ-spouse,Exec-managerial,Wife,White,Female,'\'(40.5-47.5]\''
'\'(39.5-45.5]\'',Federal-gov,'\'(-inf-96945]\'',13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,'\'(39.5-40.5]\''
'\'(-inf-27.5]\'',Private,'\'(276793.5-inf)\'',13,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(40.5-47.5]\''
'\'(34.5-39.5]\'',Private,'\'(276793.5-inf)\'',13,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(40.5-47.5]\''
'\'(45.5-52.5]\'',Private,'\'(276793.5-inf)\'',10,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(40.5-47.5]\''
'\'(45.5-52.5]\'',Private,'\'(96945-138590]\'',13,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(40.5-47.5]\''
'\'(34.5-39.5]\'',Private,'\'(206692.5-276793.5]\'',11,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(40.5-47.5]\''
'\'(27.5-34.5]\'',Private,'\'(276793.5-inf)\'',9,Married-civ-spouse,Sales,Husband,White,Male,'\'(40.5-47.5]\''
'\'(45.5-52.5]\'',Private,'\'(96945-138590]\'',10,Married-civ-spouse,Sales,Husband,White,Male,'\'(39.5-40.5]\''
'\'(52.5-inf)\'',Private,'\'(96945-138590]\'',6,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(39.5-40.5]\''
'\'(27.5-34.5]\'',Private,'\'(276793.5-inf)\'',10,Married-civ-spouse,Sales,Husband,White,Male,'\'(40.5-47.5]\''
'\'(45.5-52.5]\'',Local-gov,'\'(96945-138590]\'',14,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(39.5-40.5]\''
'\'(39.5-45.5]\'',Private,'\'(138590-176261.5]\'',10,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(47.5-52.5]\''
'\'(39.5-45.5]\'',Private,'\'(138590-176261.5]\'',13,Married-civ-spouse,Sales,Husband,White,Male,'\'(47.5-52.5]\''
'\'(39.5-45.5]\'',Private,'\'(206692.5-276793.5]\'',13,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(47.5-52.5]\''
'\'(52.5-inf)\'',Private,'\'(138590-176261.5]\'',9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,'\'(40.5-47.5]\''
